user_id,event_ts,event_type
u11000,2025-11-18T13:00:00Z,signup
u11001,2025-11-18T14:07:00Z,signup
u11002,2025-11-18T15:14:00Z,signup
u11003,2025-11-18T16:21:00Z,signup
u11004,2025-11-18T17:28:00Z,signup
u00000,2025-11-19T14:00:00Z,activity
u02000,2025-11-19T14:00:00Z,activity
u04000,2025-11-19T14:00:00Z,activity
u06000,2025-11-19T14:00:00Z,activity
u08000,2025-11-19T14:00:00Z,activity
u11000,2025-11-19T14:00:00Z,activity
u06018,2025-11-19T14:54:00Z,activity
u06009,2025-11-19T14:57:00Z,activity
u06019,2025-11-19T15:07:00Z,activity
u06010,2025-11-19T15:10:00Z,activity
u00001,2025-11-19T15:13:00Z,activity
u02001,2025-11-19T15:13:00Z,activity
u04001,2025-11-19T15:13:00Z,activity
u06001,2025-11-19T15:13:00Z,activity
u08001,2025-11-19T15:13:00Z,activity
u11001,2025-11-19T15:13:00Z,activity
u06020,2025-11-19T16:20:00Z,activity
u06011,2025-11-19T16:23:00Z,activity
u00002,2025-11-19T16:26:00Z,activity
u02002,2025-11-19T16:26:00Z,activity
u04002,2025-11-19T16:26:00Z,activity
u06002,2025-11-19T16:26:00Z,activity
u08002,2025-11-19T16:26:00Z,activity
u11002,2025-11-19T16:26:00Z,activity
u06021,2025-11-19T17:33:00Z,activity
u06012,2025-11-19T17:36:00Z,activity
u00003,2025-11-19T17:39:00Z,activity
u02003,2025-11-19T17:39:00Z,activity
u06003,2025-11-19T17:39:00Z,activity
u08003,2025-11-19T17:39:00Z,activity
u11003,2025-11-19T17:39:00Z,activity
u06022,2025-11-19T18:46:00Z,activity
u06013,2025-11-19T18:49:00Z,activity
u00004,2025-11-19T18:52:00Z,activity
u02004,2025-11-19T18:52:00Z,activity
u06004,2025-11-19T18:52:00Z,activity
u11004,2025-11-19T18:52:00Z,activity
u06014,2025-11-19T19:02:00Z,activity
u02005,2025-11-19T19:05:00Z,activity
u06005,2025-11-19T19:05:00Z,activity
u06023,2025-11-19T19:59:00Z,activity
u06015,2025-11-19T20:15:00Z,activity
u02006,2025-11-19T20:18:00Z,activity
u06006,2025-11-19T20:18:00Z,activity
u06016,2025-11-19T21:28:00Z,activity
u06007,2025-11-19T21:31:00Z,activity
u06017,2025-11-19T22:41:00Z,activity
u06008,2025-11-19T22:44:00Z,activity
u00000,2025-11-20T16:05:00Z,page_view
u02000,2025-11-20T16:05:00Z,page_view
u04000,2025-11-20T16:05:00Z,page_view
u06000,2025-11-20T16:05:00Z,page_view
u08000,2025-11-20T16:05:00Z,page_view
u11000,2025-11-20T16:05:00Z,page_view
u00000,2025-11-21T17:05:00Z,logout
u02000,2025-11-21T17:05:00Z,logout
u04000,2025-11-21T17:05:00Z,logout
u06000,2025-11-21T17:05:00Z,logout
u08000,2025-11-21T17:05:00Z,logout
u11000,2025-11-21T17:05:00Z,logout
ghost00,2025-11-26T17:00:00Z,page_view
